Row_Index,b_country,b_RankBuy_1,b_RankBuy_2,b_RankBuy_3,b_RankBuy_4,b_Tact_1,b_Tact_2,b_Tact_3,b_Tact_4,b_Tact_5,b_Tact_6,b_Tact_7,b_Tact_8,b_Tact_9,b_Tact_10,b_PlayAI,b_AI-cues,b_AI4me,b_Ai4me-why,b_Use emotions,b_AI4u,b_PlayAI.1,b_AI-cues.1,s_country,s_RankSell_1,s_RankSell_2,s_RankSell_3,s_RankSell_4,s_Tact_1,s_Tact_2,s_Tact_3,s_Tact_4,s_Tact_5,s_Tact_6,s_Tact_7,s_Tact_8,s_Tact_9,s_Tact_10,s_PlayAI,s_AI-cues,s_AI4me,s_Ai4me-why,s_Use emotions,s_AI4u,s_PlayAI.1,s_AI-cues.1,is_AI,formattedChat,b_insight,s_insight,flag_speaker,dispute_outcome
484,61.0,60.0,10.0,10.0,20.0,1.0,5.0,3.0,4.0,2.0,2.0,4.0,2.0,3.0,4.0,,,,,,,2.0,,76.0,10.0,20.0,60.0,10.0,3.0,5.0,4.0,5.0,4.0,2.0,5.0,2.0,4.0,1.0,,,,,,,4.0,,False,"1701970972 Buyer: Hi! I would like to get a refund
1701971060 Seller: Hi, I'm sorry if there has been a misunderstanding, why would you like to refund the item?
1701971138 Buyer: On the website it was mentioned the name of a specific basketball player and I received an other name 
1701971252 Seller: I understand the problem and we would like to apologies. We can offer you a partial refund for the clothing.
1701971368 Buyer: Partial refund ? The issue is actually coming from the informations written on your website. I would like a full refund please
1701971560 Seller: We are sorry for the inconvenience, but the website clearly stated the name on the clothing which was not a mistake on our side. We can only offer a partial refund for this kind of problem. Thank you for your understanding.
1701971715 Buyer: Ok, I accept and thank you for your apology. I'm ok with a partial refund and apologize for being that insistent. Could you delete the bad review of me please ?
1701971780 Seller: Certainly, and thank you for your understanding and time. Have a good day.
1701971922 Buyer: Thank you ! Bye
1701971955 Seller: Submitted agreement: Buyer gets partial refund, buyer retracted their review, seller retracted their review, buyer did apologize, and seller did apologize.
1701971973 Buyer: Accept Deal
",1.0,6.0,1.0,0.0
485,1357.0,30.0,10.0,30.0,30.0,4.0,5.0,1.0,3.0,4.0,2.0,4.0,1.0,2.0,4.0,,,,,,,2.0,,161.0,20.0,0.0,20.0,60.0,1.0,5.0,3.0,1.0,3.0,3.0,5.0,3.0,1.0,3.0,,,,,,,5.0,,False,"1701971620 Buyer: hie, what would you opt for, a full refund or half
1701971662 Seller: Hie there' I would opt for a full refund please.
1701971766 Buyer: What is your take on the seller`s bad review,I think thats rude and they should retract it
1701971835 Seller: I agree with you, they should retract because it will chase away potential customers.
1701971984 Buyer: I also think l have the right to keep the seller`s bad review,because what they did is wrong and other customers should know that the seller cant be trusted,they deceived me
1701972104 Seller: i strongly believe that they should retract because it was just an error.
1701972301 Buyer: I think if it was just an error they should admit that and apologize rather than write a bad review about me after they refused to refund me
1701972343 Seller: Yes they should apologize ,errors do happen .
1701972456 Buyer: Thats right,I agree on that too,it was an error on their part therefor they should make things right
1701972506 Seller: the buyer should also apologize to me because my reputation will be at stake.
1701972620 Buyer: I dont think soo,because you decieved the buyer not the other way round.The buyer should not apologize after the seller wrote a bad review about them ,which was a lie
1701972679 Seller: so we agree that they should not apologize which is fine.
1701972690 Buyer: Submitted agreement: Buyer gets full refund, buyer retracted their review, seller kept their review, buyer did apologize, and seller didn't apologize.
1701972701 Seller: Accept Deal
",9.0,1.0,3.0,0.0
487,138.0,50.0,20.0,10.0,20.0,2.0,4.0,3.0,2.0,4.0,1.0,3.0,3.0,2.0,4.0,,,,,,,4.0,,580.0,25.0,5.0,50.0,20.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,,,,,,,2.0,,False,"1701971623 Buyer: Hello
1701971637 Seller: Hi there
1701971692 Buyer: So am I supposed to be the buyer and you the seller?
1701971729 Seller: Yes, you're the buyer and I'm the seller
1701971839 Buyer: Ok so I believe you are supposed to pretend you're a scammer so the deal shall not be that easy right?
1701971903 Seller: I think it's the other way around, the buyer is supposed to be the scammer
1701972014 Buyer: If im not mistaken, the buyer is the one who bought the jersey, but the seller is the one that was selling the jersey and deleted the ""kobe bryant"" commentary on the jersey and tried to scam ""me"". Am I wrong?
1701972136 Seller: Well, my version of events is that the buyer bought a jersey but is trying to return a jersey we don't sell for a refund. something along those lines
1701972304 Buyer: Submitted agreement: Buyer gets full refund, buyer kept their review, seller kept their review, buyer didn't apologize, and seller didn't apologize.
1701972369 Seller: Reject Deal
1701972415 Seller: Submitted agreement: Buyer gets partial refund, buyer retracted their review, seller retracted their review, buyer did apologize, and seller did apologize.
1701972450 Buyer: Accept Deal
",6.0,3.0,1.0,0.0
488,45.0,60.0,0.0,40.0,0.0,2.0,5.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,,,,,,,5.0,,61.0,30.0,20.0,45.0,5.0,2.0,3.0,4.0,1.0,5.0,1.0,5.0,1.0,1.0,3.0,,,,,,,4.0,,False,"1701971340 Seller: hello sir or madam
1701971459 Seller: yes, I fully understand you. It seems you were disappointed with what you bought. But unfortunately, the description of the article was precise...
1701971588 Buyer: Oh sorry, the page refreshed and it bugged out somehow, are you still there?
1701971609 Seller: Yes ! Would you agree to remove your bad review? In exchange, I offer to refund you...
1701971674 Buyer: Yes ofcourse, I would propose the removal of both bad reviews (yours and mine) and I would like to get the mentioned refund
1701971695 Seller: agreed :-)
1701971715 Buyer: Do we use the window on the right for this proposal?
1701971765 Seller: I guess so. Do you agree if we both apologize to each other? These two answers are still missing. 
1701971803 Buyer: Yes, of course we can apologize to each other :)
1701971813 Seller: Submitted agreement: Buyer gets full refund, buyer retracted their review, seller retracted their review, buyer did apologize, and seller did apologize.
1701971837 Buyer: Accept Deal
",3.0,2.0,1.0,0.0
489,163.0,20.0,30.0,10.0,40.0,2.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,3.0,1.0,,,,,,,2.0,,138.0,15.0,15.0,30.0,40.0,2.0,5.0,5.0,4.0,4.0,1.0,1.0,1.0,4.0,3.0,,,,,,,5.0,,False,"1701971390 Buyer: I want my money back
1701971446 Seller: Why do you want your money back? Your jersey looks exactly like it's described on the website.
1701971489 Buyer: He sent me a different t-shirt than the one I ordered
1701971529 Seller: No sir. The jersey you received is the Lakers jersey with no name on it.
1701971589 Buyer: I was wearing the shirt that I ordered but he took it off, I want my money back
1701971696 Seller: Who took it off? What do you mean? Please just remove the negative review you left on the website, as it is ridiculous. I'd also like an apology...
1701971760 Buyer: You removed the t-shirt I ordered from the online store, deleted the advertising for that t-shirt and sent me the wrong one.
1701971860 Seller: Sir, there's no way that happened. If you visit our website you can clearly see the Jersey you ordered it still available. Can you send me a picture of the Jersey you received and the order invoice?
1701971948 Buyer: I'm going to send you a photo so you can prove that you got the wrong shirt, it's not the one I ordered.
1701972038 Seller: I just received it. It says ""Yellow Lakers Jersey - No name on the back"" - Product NR82. It's exactly what is in the photo you sent me.
1701972093 Buyer: No, that's not it, you're making a mistake.
1701972146 Seller: You know what? Let's make a deal. If I give you a partial refund would you be willing to remove the bad review? An apology would also be nice.
1701972214 Buyer: Okay, but I'll keep the shirt for the inconvenience caused.
1701972270 Seller: Submitted agreement: Buyer gets partial refund, buyer kept their review, seller retracted their review, buyer didn't apologize, and seller did apologize.
1701972334 Buyer: Accept Deal
",6.0,4.0,1.0,0.0
490,137.0,65.0,20.0,10.0,5.0,2.0,4.0,4.0,5.0,3.0,2.0,4.0,4.0,5.0,2.0,,,,,,,5.0,,137.0,30.0,10.0,40.0,20.0,1.0,4.0,3.0,2.0,2.0,1.0,4.0,2.0,4.0,3.0,,,,,,,2.0,,False,"1701971216 Buyer: I am very disappointed how of your behavior and I demand a refund and apology for what happened.
1701971295 Seller: It's not possible, i have not received any confirmation from the delievery company about the damage 
1701971424 Buyer: Sir, I noticed your fraud attempt of changing the description of the auction. I would like at least partial refund and retraction of bad review of me.
1701971554 Seller: That's obvious lie, u need proof to accuse somebody of fraud. I am willing to partially refund for the slight difference just if u take your negative and lying review
1701971712 Buyer: Looks like our conversation won't end up in full agreement. I can remove my negative review if you remove yours. However, I won't apologize because I feel cheated.
1701971831 Seller: I can settle for that. If u want full refund, you need to send the item back undamaged, for the difference i am willing to refund 15 % off the prize. I am taking off the comment right this second
1701971985 Buyer: I guarantee that item is not damaged because it's not what I wanted so I shoved it back in the box right after discovering the difference in text. I am taking off the negative review as well and im sending the item back soon.
1701972080 Seller: Hopefully u didnt ""shove"" it too hard. Glad we reached some sort of settlement. Goodbye
1701972126 Buyer: Submitted agreement: Buyer gets full refund, buyer retracted their review, seller retracted their review, buyer didn't apologize, and seller didn't apologize.
1701972149 Seller: Accept Deal
",4.0,1.0,3.0,0.0
491,111.0,50.0,30.0,5.0,15.0,2.0,4.0,5.0,3.0,4.0,1.0,4.0,4.0,2.0,3.0,,,,,,,4.0,,163.0,30.0,15.0,50.0,5.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,,,,,,,2.0,,False,"1701971033 Buyer: Hi, I received the worng Item, I bought a Kobe Bryant shirt and received one from a different player
1701971058 Seller: hello, it was specified which shirt you were getting
1701971118 Buyer: Yes, it was originally advertise as a Kobe Bryant shirt, that´s why I bought it, is there any way I can get it change?
1701971164 Seller: if you take down the review and apologize i will give you a full refund
1701971205 Buyer: We can make that work if you also change your review on me
1701971257 Seller: my review is truthful but i can change it if you agree to take down the review and apologize
1701971333 Buyer: I can say the same about mine, so if we compromise to both change our reviews apologizing and I get the refund, all will be sorted
1701971374 Seller: okey perfect for me
1701971393 Buyer: Submitted agreement: Buyer gets full refund, buyer kept their review, seller retracted their review, buyer did apologize, and seller did apologize.
1701971415 Seller: Accept Deal
",4.0,6.0,3.0,0.0
493,123.0,80.0,0.0,10.0,10.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,,,,,,,1.0,,138.0,30.0,1.0,40.0,29.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,,,,,,,3.0,,False,"1701970932 Buyer: Hello I did not recieve the item I wanted and would like to get a full refund please
1701970987 Seller: Olá, obrigada pelo seu contacto. Qual a referencia de compra?
1701971043 Buyer: I do not have the reference. I was the Kobe Bryant jersy. (No tengo la referencia. Yo era la camiseta de Kobe Bryant)
1701971107 Seller: Eu preciso da sua referência de forma a analisar o seu processo e perceber onde se encontra a encomenda, caso tenha sido extraviada enviaremos nova camisola.
1701971187 Buyer: I have received my package, it was not lost, however the item that arrived was not what I ordered. Definely not a camisole. (Recibí mi paquete, no se perdió, sin embargo el artículo que llegó no era lo que pedí. Definitivamente no es una camisola)
1701971250 Seller: Ok então preciso de fotografias para juntar ao processo por favor
1701971364 Buyer: there is no way to attach photographs to this chat. I am happy to send the item back but I would like a full refund with it. (
No hay forma de adjuntar fotografías a este chat. Me complace devolver el artículo, pero me gustaría recibir un reembolso completo.)
1701971408 Seller: Então quando receber a camisola poderemos ou processar o reembolso ou enviar nova camisola :)
1701971469 Buyer: That would be great thank you. Can you please also remove the bad review you left me? (Sería genial, gracias. ¿Podrías eliminar también la mala reseña que me dejaste?)
1701971557 Seller: sim claro e voce pode tirar a minha?
1701971623 Buyer: 
Yes of course I am sorry about all of this. Please accept my apologies (Sim, claro, sinto muito por tudo isso. Por favor aceite minhas desculpas)
1701971688 Seller: obrigada e desculpe tambem
1701971713 Buyer: Submitted agreement: Buyer gets full refund, buyer retracted their review, seller retracted their review, buyer did apologize, and seller did apologize.
1701971731 Seller: Accept Deal
",2.0,1.0,3.0,0.0
494,111.0,50.0,25.0,15.0,10.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,3.0,1.0,1.0,,,,,,,,,179.0,70.0,0.0,30.0,0.0,4.0,4.0,5.0,2.0,5.0,1.0,4.0,5.0,4.0,1.0,,,,,,,5.0,,False,"1701973388 Buyer: Hello, anybody there?
1701973407 Seller: Hello, how may I assist you?
1701973477 Buyer: I received the wrong jersey. I bought Kobe´s and I didn´t receive that jersey. It is present for my nephew that its in the hospital
1701973523 Seller: I see. How would you like to proceed?
1701973569 Buyer: I want the jersey! please send me the one I bought
1701973746 Seller: As the terms of sale you agreed to prior to your purchase indicates, all sales on our website are final. At this time, I am unable to offer refund to you; however, if you would like, we can arrange an item change where you send us the item back. In the case that it is still in mint condition, we will send you the item that you want. 
1701973799 Buyer: I really need the Kobe O´brian jersey, It is a last wish.... 
1701973968 Seller: I am afraid I am not able to act against the company's policies, to which you agreed before you purchased your item. We are not able to offer you refund but if you ship the item back to us, we will send you the jersey you wish to have. How does this sound?
1701974065 Buyer: Sounds great, please explain the procedure of return. 
1701974284 Seller: After we come to a conclusion, we will send you an email with instructions for you to ship your item back to us. After we further inspect it, if our team decides it is suitable to be changed, we will send you the item you want. However, I also see that you've left a negative review on our website. As I stated, the terms of sales indicate that all sales are final; therefore, we would like you to take your review down from our website as well. If you agree with the conditions, you should recieve an email with instructions within 30 minutes.
1701974552 Buyer: Perfect! I'll wait for the email. 
1701974658 Seller: Thank you for your cooperation. You should recieve an email with further instructions in 30 minutes. Should you have further questions, you can contact us through our customer service lines. Have a nice day.
1701974715 Buyer: You too.
1701974730 Seller: Submitted agreement: Buyer gets no refund, buyer kept their review, seller retracted their review, buyer didn't apologize, and seller didn't apologize.
1701974751 Buyer: Accept Deal
",2.0,4.0,1.0,0.0
495,138.0,50.0,0.0,0.0,50.0,4.0,5.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,,,,,,,4.0,,179.0,45.0,5.0,45.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,,,,,,,5.0,,False,"1701971146 Buyer: partial refund?
1701971245 Seller: Partial refund can be accaptable can you retracts bad review of me
1701971286 Buyer: Can you remove the negative criticism about me?
1701971320 Seller: yes of course
1701971334 Buyer: Are we both sorry?
1701971356 Seller: yes we can write apoliges to each other 
1701971382 Buyer: so it stays like this?
1701971447 Seller: yes in the end partial refund retract the rewiews and apoligizes 
1701971486 Buyer: 8 messages required
1701971536 Seller: Submitted agreement: Buyer gets partial refund, buyer retracted their review, seller retracted their review, buyer did apologize, and seller did apologize.
1701971546 Buyer: Accept Deal
",8.0,5.0,1.0,0.0
498,187.0,60.0,5.0,5.0,30.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,1.0,,,,,,,3.0,,65.0,20.0,10.0,50.0,20.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,,,,,,,5.0,,False,"1701971555 Buyer: Hi, I ordered a Kobe Bryant jersey for my dying nephew, who is his biggest fan. I specifically chose your store because of the fast shipping you offered. But when it arrived it was some other player's jersey. I want a refund so I can go fulfill his dying wish at some other store. I only hope I still have enough time. 
1701971630 Seller: Hello im sorry but i dont offer a resfund because my shop clearly says that the Jersy comes without a name fo any plaer
1701971661 Buyer: It did not say that when I ordered. It clearly advertised that it was a Kobe Bryant jersey.
1701971787 Seller: I am sorry that it maybe was not clear that it has no player name on it but if you look closely it clearly says so on my website 
1701971834 Buyer: It does now. You only changed that after I wrote a bad review about you to warn other shoppers about your deception.
1701971946 Seller: Okay that now is completely nonsens im sorry but i cant offer you a refund of the purchased jersey and i demand you to return this bad review of my shop, otherwise i have to leave a bad review of your buyers profile im afraid.
1701972060 Buyer: You already did. You've told me several times now that you're sorry. I want you to write that publicly or retract your bad review of me. I was only telling the truth; you had large pictures specifically advertising Kobe's jersey, not just any Laker's jersey.
1701972194 Seller: Those pictures were clearly example pictures, but lets make an agreement u retract ur bad review of my shop and i retract my bad review of your buyer profile , but i sadly cant offer a refund to you.
1701972270 Buyer: We can both retract our reviews, but I'll still fight for my refund via my credit card company, if you won't work with me directly on it. And depending on the outcome I may also file a complaint about you with the Better Business Bureau (BBB).
1701972334 Seller: Okay sure feel free to do so i will retrract my bad review now and you will retract yours, thats the agreement we can make.
1701972383 Buyer: Submitted agreement: Buyer gets no refund, buyer retracted their review, seller retracted their review, buyer did apologize, and seller didn't apologize.
1701972408 Seller: Accept Deal
",2.0,1.0,3.0,0.0
501,138.0,85.0,8.0,5.0,2.0,1.0,5.0,3.0,4.0,2.0,1.0,3.0,3.0,2.0,1.0,,,,,,,2.0,,137.0,70.0,10.0,10.0,10.0,1.0,4.0,4.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,,,,,,,1.0,,False,"1701971791 Buyer: Hi, I would like to get a refund on a purchse I made :) I got a different t shirt than the one that was shown in the ad
1701971871 Seller: Hi! I'm sorry to hear about such a situation, could you please all the details regarding the T-shirt ?What are discrepancies between T-shirt from the ad and the one received?
1701971997 Buyer: The ad was selling a kobe bryant tshirt, with his name in the back and I got one with a different name from an unknown player.. This was a really important gift I was planning on giving and it would mean a lot to be able to get the money back so I can re-purchase it
1701972152 Seller: Could you please provide us the receipt? The T-shirt with Kobe Bryant was sold out that time and only T-shirt with names of other players were available that time..
1701972273 Buyer: Yes, I can provide the receipt :) I will wait for the re-stock and the refund to buy the correct one 
1701972395 Seller: After checking the receipt and the items in our warehouse, there was no mistake from our side, unfortunately we can't offer you any refund for this item, however, we can offer you a promo code for the next purchase in the amount of 10%.
1701972465 Buyer: I'm not interested in the 10% because I have no money to buy it again without the refund
1701972601 Seller: There was no mistake from our side, we processed the order according to the data provided , we are not responsible for our Clients' choices...
1701972677 Buyer: I can send you the tshirt I got wrong, it's still in the package with the tags, then you will see you made a mistake, you refund me and I buy the correct one. Nobody loses
1701972827 Seller: We accept returns only if an item has got some fabric default or quantity differences. Otherwise we don't accept returns nor refund them if Clients' change their mind.
1701972933 Buyer: I Walk Away.
",6.0,2.0,0.0,1.0
502,67.0,65.0,17.0,1.0,17.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,,,,,,,3.0,,179.0,20.0,9.0,60.0,11.0,3.0,4.0,1.0,2.0,5.0,2.0,5.0,2.0,3.0,5.0,,,,,,,5.0,,False,"1701971873 Buyer: Hello I want a refund about the product that you sold me
1701971906 Seller: Unfortunately all our sales are final :(
1701971998 Buyer: Yes but you scam me, your advertise was about a specific player, not a player that is not even famous
1701972086 Seller: It is very offensive to call this a scam, there has been a clear misunderstanding and sorry for the inconvenience. We don't usually do this but I can try to offer you a partial refund.
1701972344 Buyer: Sorry for offending you but this was a gift for my young nephew, who really liked this player, so i may be a little emotional because its important to me. I am insisting on full refunding so I may keep my promise.
1701972477 Seller: The comment you posted on my page is very harmful on my sales as you can imagine. If you can retract the negative comment and mention that it was a misunderstanding instead of a scam, I can issue you a full refund so that we both can be on great terms.
1701972578 Buyer: That would great. I would retract my comment. Have a good day.
1701972630 Seller: Perfect, I am glad we could have an agreement. Have a great day!
1701972645 Buyer: Submitted agreement: Buyer gets full refund, buyer retracted their review, seller retracted their review, buyer did apologize, and seller did apologize.
1701972662 Seller: Accept Deal
",3.0,2.0,3.0,0.0
503,1357.0,25.0,15.0,10.0,50.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,2.0,2.0,4.0,,,,,,,5.0,,111.0,13.0,11.0,33.0,43.0,1.0,4.0,4.0,5.0,1.0,1.0,4.0,4.0,4.0,1.0,,,,,,,3.0,,False,"1701972121 Buyer: im not happy with your service so i may you please refund me my money
1701972165 Seller: I wont refund you money, because it was very clear since the begging that the jersey wasn't from a specific player
1701972255 Buyer: no it was not, i would not have bought the jersey otherwise because i knew what i wanted.
1701972323 Seller: Yes, it was. You can check right know if you want. 
1701972439 Buyer: No i cannot because you obviously removed it from your website so i dont have any grounds to stand on
1701972597 Seller: Let me tell you this, how about I remove my bad review of you, so you can remove your bad review of me, and then I will refund you the money. How about that?
1701972753 Buyer: That would work and and can you please process my refund as soon as possible so i can buy it somewhere else.Also in future can you be more kinder to you customers
1701972961 Seller: I'm sorry if you felt mistreated by me, it wasn't my intessions and of course I will let you know when the refund is done.
1701973011 Buyer: Submitted agreement: Buyer gets full refund, buyer retracted their review, seller retracted their review, buyer did apologize, and seller did apologize.
1701973040 Seller: Accept Deal
",4.0,3.0,3.0,0.0
504,137.0,60.0,15.0,5.0,20.0,1.0,4.0,5.0,1.0,4.0,3.0,4.0,1.0,1.0,1.0,,,,,,,4.0,,137.0,10.0,20.0,0.0,70.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,,,,,,,5.0,,False,"1701971973 Buyer: Good morning. I am interested in a refund.
1701971998 Seller: Good morning, what product?
1701972064 Buyer: I ordered a kobe bryant t-shirt which unfortunately didn't arrive with his name on the back
1701972146 Seller: I understand that it came with the name of another basketball player, I am very sorry for the mistake. In such a case, you are entitled to a refund.
1701972231 Buyer: I understand, thank you. The issue of negative comments remains. I can remove my negative when you remove yours about me.
1701972297 Seller: Of course, that's what I'm doing, thank you for your understanding and I ask you to do the same.
1701972365 Buyer: How can I send the package back? I am also interested in who should bear the cost of the courier.
1701972457 Seller: Please send it to the store's address, all costs will be our responsibility.
1701972518 Buyer: I understand. Can I count on some modest gift or discount voucher for my next purchases?
1701972605 Seller: Of course, you will certainly receive a full refund for the product and an additional $20 voucher for your next purchases.
1701972685 Buyer: Thank you very much. 
What type of shipment do you prefer? Parcel machine or courier?
1701972787 Seller: The easiest way would be a courier, but we will adapt to you. Thank you very much for your understanding, we will try not to make such mistakes again in the future.
1701972847 Buyer: How do you want to process the refund?
1701973060 Seller: Please complete the returns form available on our website. After completing it, the money will be returned to your account. Please also check your email, you should see a discount code for your next purchase there.
1701973097 Buyer: At what time will the refund take place?
1701973153 Seller: Usually it is between 2 and 8 hours.
1701973160 Buyer: Submitted agreement: Buyer gets full refund, buyer retracted their review, seller retracted their review, buyer did apologize, and seller didn't apologize.
1701973199 Seller: Accept Deal
",5.0,2.0,3.0,0.0
506,137.0,80.0,1.0,5.0,14.0,1.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,,,,,,,5.0,,138.0,5.0,10.0,30.0,55.0,1.0,1.0,5.0,1.0,4.0,1.0,1.0,5.0,4.0,4.0,,,,,,,5.0,,False,"1701972279 Buyer: Good morning! I would like to talk about my last purchase.
1701972309 Seller: Good morning! What do you need? :)
1701972342 Buyer: I got treated pretty poorly. I received very specific jersey and you've sent me something completely different. I would like to receive a refund.
1701972383 Seller: Can you specify what is different? I would gladly offer you a refund :)
1701972438 Buyer: Oh, that's great! I've ordered Bryant's jersey, and there was a different player shirt in the package. So there is no problem about the refund?
1701972525 Seller: Hmmm. The shirts we sell are not about a specific player. They don't have any player name. Are you sure you're not mistaken?
1701972633 Buyer: Yes, I'm sure, checked that twice. It was clearly Kobe Bryant's shirt. Somebody probably found the mistake and changed the details on the site, but I do know what I've ordered. I think, that I deserve a refund in that case.
1701972792 Seller: I'm the one updating the website and checking the logs there's no proof that was the case. Your writting is too friendly, are you sure you were scammed?
1701972881 Buyer: Yes, I am sure - it's clearly not what I've ordered. And that's not all, because I also received a bad review after my complaint. Would be nice to retract it.
1701973044 Seller: I'm sure you're mistaken about the place. How about we both remove the bad reviews and go on our way, so we can keep both our reputation and integrity.
1701973172 Buyer: That's a fair point, but I still feel bad about the whole situation. Let's just make a refund, remove both reviews and act as professional as we can.
1701973296 Seller: I can do that. But you need to add an apology on top of that, because I lost some customers because of this whole situation.
1701973411 Buyer: Pardon me sir, but I think that as a company apologise is on your side. I'll retract my review, and you're about to send me my money back, delete the opinion and write a little apology. Is that okay?
1701973517 Seller: I don't think that's gonna happen since I've checked everything on my side and it's alright. I even have the pictures as proof. Let's take a step back and write an apology or no refund.
1701973597 Buyer: Okay. So I am apologising and deleting the review, and you're making a refund and either retract the opinion, right? Is that okay?
1701973658 Seller: Sounds good. Have a nice day.
1701973678 Buyer: Submitted agreement: Buyer gets full refund, buyer retracted their review, seller retracted their review, buyer didn't apologize, and seller did apologize.
1701973710 Seller: Accept Deal
",11.0,1.0,3.0,0.0
508,142.0,70.0,25.0,3.0,2.0,,,,,,,,,,,,,,,,,,,138.0,10.0,5.0,80.0,5.0,5.0,5.0,4.0,3.0,4.0,2.0,4.0,5.0,5.0,1.0,,,,,,,3.0,,False,"1701972902 Buyer: i need a refund for my item, you send a wrong one
1701972945 Seller: I'm sorry you feel this way, we can't offer a refund since all purchases are final. 
1701973042 Buyer: i am protected by law to receive a refund, if you don't give me a refund you gonna hear from my lawyer and the consumer protection bureau
1701973161 Seller: I'm sure we can work another solution out for you, as we are base in the US there is no law requiring a return and refund policy. Since the information was already available on our website and an extra warning in the product page. Anything we can do to make this better for you?
1701973279 Buyer: If you give me a refund i'm gonna retract the bad review
1701973318 Seller: As previously stated, we can't offer a refund, anything else we might help with?
1701973430 Buyer: What can you offer then?
1701973492 Seller: We can offer an apology and retract our bad review of you, if you simply remove the bad review in our product.
1701973615 Buyer: Haha, so you only win and I only lose? How is that fair to me? I have a VERY clean track as a buyer, you need positive reviews more than I need them, your entire business is build on reviews, I will NOT retract my negative review, in fact i will advertise on other platforms your shady dealings.
1701973701 Seller: You are right, how would you feel if we just offered an apology to you and remove your bad review as a buyer?
1701973757 Buyer: What about the refund? I have a dying kid! think of the KID! he is DYING!!!!
1701973806 Seller: As previously stated we can't offer a refund, we are sorry for your child.
1701973863 Buyer: As previously stated I only need a refund, the bad review is there to stay otherwise.
1701973913 Seller: Then we are happy to walk away with no deal finished. Anything else we might need?
1701973926 Buyer: Nope, bye!!!
1701973942 Seller: Submitted agreement: Buyer gets no refund, buyer retracted their review, seller kept their review, buyer did apologize, and seller didn't apologize.
1701973996 Buyer: Reject Deal
1701974037 Buyer: Where is the apology? I cant see it! btw, my name is KAREN
1701974071 Seller: There is an apology in the agreement. 
1701974087 Buyer: Bring me the manager NOW!
1701974131 Seller: Submitted agreement: Buyer gets no refund, buyer retracted their review, seller kept their review, buyer didn't apologize, and seller did apologize.
1701974164 Buyer: Accept Deal
",,,1.0,0.0
509,138.0,70.0,5.0,20.0,5.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,2.0,,,,,,,2.0,,76.0,5.0,10.0,60.0,25.0,,,,,,,,,,,,,,,,,,,False,"1701972952 Buyer: I have received a wrong item
1701972998 Seller: Dear Customer! I am sorry because of our fault. We will try to give you refund or give you the exact item you ordered as fast as possible.
1701973019 Buyer: Ok i agree with the refund
1701973107 Seller: We will send you the instructions above. We won't make any bad review of you, because It was our fault. 
1701973146 Buyer: thanks i will also remove your bad review
1701973231 Seller: Thank you. We appreciate your kindness. Sorry again, and hope you will still use our site and find great products!
1701973294 Buyer: Yes i will thanks, can you please let me know what is the refund mechanism?
1701973342 Seller: We will send you a short email, with some extra details, what you have to complete, it's easy for anybody. After that you send it back and we will send your money to your bank account. Can we help in anything else?
1701973388 Buyer: that will be all many thanks again and have a great day
1701973417 Seller: Have a great day you too! 
1701973436 Buyer: Submitted agreement: Buyer gets full refund, buyer retracted their review, seller retracted their review, buyer did apologize, and seller did apologize.
1701973448 Seller: Accept Deal
",,,3.0,0.0
